from,to
316,309
466,53
42,115
516,6
517,6
430,430
133,581
5,194
6,516
591,591
194,5
157,351
362,506
554,535
643,48
172,65
106,42
318,494
201,207
6,140
554,134
370,38
309,316
296,256
107,21
510,510
121,152
230,107
339,113
220,90
275,458
107,170
280,377
380,178
533,269
654,234
174,199
180,180
115,123
303,434
371,434
295,434
301,651
177,344
344,344
178,344
335,15
177,177
172,181
434,295
515,515
494,515
377,280
404,371
268,311
280,115
434,404
185,404
97,404
323,404
152,71
404,434
329,290
357,290
467,160
229,37
28,37
359,359
17,218
366,282
290,357
506,141
15,272
273,272
274,272
5,211
139,273
158,174
92,538
90,91
538,538
320,308
256,255
81,256
234,242
413,178
21,308
367,366
160,467
90,409
46,140
264,661
115,280
268,215
264,452
598,340
554,340
24,40
310,62
274,15
334,15
136,437
655,367
129,42
128,42
215,42
434,42
498,359
353,183
305,5
371,340
237,237
703,703
704,704
502,502
477,477
705,705
240,240
178,61
227,227
190,418
706,290
425,426
427,75
133,218
393,103
62,21
183,353
62,467
70,186
277,232
169,338
301,284
320,397
19,707
481,63
21,62
586,282
115,427
83,233
62,99
234,236
144,212
170,136
393,17
290,86
23,37
395,494
65,568
282,58
58,282
42,128
74,424
418,190
235,234
113,318
1,310
598,521
553,521
409,165
14,232
165,409
257,425
474,282
494,113
27,339
254,651
221,222
515,494
467,62
84,58
541,162
340,371
446,46
428,46
251,340
450,413
81,356
340,598
42,215
118,301
624,301
13,301
27,35
355,355
708,404
353,404
618,404
662,404
709,404
58,84
96,337
256,254
284,301
698,305
429,216
359,11
318,486
592,429
128,13
443,85
337,96
165,339
280,424
96,86
86,96
11,621
148,191
429,592
493,42
96,113
138,286
520,57
285,83
6,473
157,681
380,440
375,663
222,690
106,80
383,383
86,263
8,566
94,204
667,188
473,188
80,188
663,188
549,188
69,188
418,188
184,188
508,188
679,188
671,188
710,188
130,130
57,520
493,133
621,11
412,4
711,711
83,283
681,157
389,320
393,320
320,320
267,12
712,255
111,474
482,218
340,218
397,320
233,404
455,96
135,337
171,299
163,491
112,476
133,493
212,233
82,233
566,8
14,181
233,212
113,62
121,21
245,38
417,38
547,38
48,38
171,38
571,62
132,285
459,331
455,136
412,102
189,127
181,60
219,60
86,47
173,184
137,175
180,262
36,25
34,37
271,411
107,58
377,593
49,433
184,86
218,340
59,59
455,464
462,460
47,483
310,86
256,367
58,107
513,87
143,419
283,121
325,69
713,69
10,69
508,69
172,86
714,86
282,84
31,84
366,84
110,84
250,84
111,84
142,84
715,84
238,235
483,47
84,282
64,128
667,69
401,434
69,325
248,142
62,340
154,58
38,171
83,484
716,716
158,158
143,128
481,2
478,143
155,520
430,160
491,491
113,485
434,401
167,128
485,485
62,129
717,131
147,249
319,209
6,481
121,137
280,129
63,137
526,129
426,129
53,129
133,129
232,129
440,129
14,129
403,129
292,129
129,403
129,526
372,373
107,372
366,372
211,138
174,424
494,115
130,408
129,14
129,53
389,395
35,37
379,395
209,210
481,6
124,124
138,211
181,320
183,278
424,174
527,527
395,379
411,516
160,430
665,2
586,4
5,284
718,55
208,55
107,4
130,172
717,717
141,362
306,64
218,482
24,27
87,513
667,42
20,42
245,42
108,90
166,331
234,244
438,417
256,495
16,311
520,155
256,106
133,62
366,271
221,268
493,401
162,79
568,420
483,214
81,550
533,440
719,397
37,229
550,81
343,343
282,474
221,0
268,221
494,474
62,292
86,290
474,494
163,105
83,105
141,249
493,464
448,46
17,225
229,48
168,543
116,361
532,107
337,160
96,302
336,160
450,542
576,526
172,401
128,64
128,355
189,147
125,404
275,275
404,662
96,58
64,515
236,3
515,64
85,317
312,317
232,14
62,141
48,229
57,63
284,5
419,482
141,62
308,393
380,393
384,393
386,393
387,393
389,393
391,393
107,340
417,23
340,107
27,336
105,83
235,610
23,417
29,417
92,96
376,122
35,129
101,323
61,499
182,499
301,183
402,262
194,408
44,141
499,61
325,327
683,412
140,461
446,461
428,461
447,461
448,461
429,461
172,61
235,244
140,216
139,216
428,216
272,216
274,216
448,216
46,216
45,216
189,287
486,113
62,20
720,608
96,92
189,117
377,95
284,277
413,493
515,493
168,493
172,493
450,493
440,493
275,493
93,493
458,493
464,493
493,458
493,413
493,275
183,301
54,34
205,95
482,554
25,27
26,27
27,27
28,27
29,27
30,27
721,27
31,27
32,27
722,27
33,27
34,27
35,27
36,27
37,27
38,27
39,27
40,27
588,27
545,27
361,34
554,482
136,361
34,361
129,35
86,467
223,215
165,13
280,434
291,129
135,160
135,75
175,665
393,378
286,138
665,175
455,333
123,251
464,455
251,123
493,450
95,377
80,243
47,86
368,103
723,551
12,267
46,129
333,333
440,447
129,46
443,333
447,440
553,553
151,62
367,62
361,136
576,160
314,85
551,723
160,450
361,160
630,303
520,174
446,160
136,160
5,305
333,370
212,114
92,20
158,62
243,80
663,68
15,274
174,520
376,6
281,520
520,281
6,376
59,2
672,8
510,8
61,104
10,327
329,90
86,400
33,35
385,394
250,394
327,10
321,321
400,86
165,36
375,108
269,234
121,533
113,115
254,186
114,486
245,486
168,47
35,22
329,91
59,4
169,337
361,27
88,88
329,13
14,14
420,511
326,538
88,302
23,13
297,248
724,338
437,338
336,338
136,338
439,338
135,338
444,114
114,114
423,114
612,404
317,74
283,212
29,165
725,165
33,165
34,165
35,165
338,165
38,165
474,87
216,45
489,21
133,79
15,140
522,523
103,378
363,329
546,145
426,65
108,474
492,254
113,32
328,474
175,58
566,451
318,282
696,248
58,285
339,339
588,588
10,25
159,159
13,329
13,23
117,100
486,114
526,526
279,279
32,113
180,191
547,114
339,114
644,140
25,10
100,117
464,556
64,271
5,408
181,104
250,104
1,218
160,147
556,464
533,121
377,494
95,207
109,424
429,424
717,271
122,231
8,510
49,49
350,351
120,380
101,380
65,380
352,350
108,290
644,5
79,133
208,2
379,394
283,128
365,128
390,377
408,6
96,88
19,506
48,76
376,60
172,60
167,60
231,60
122,60
95,60
506,19
363,210
60,167
338,438
547,165
651,254
60,95
357,108
121,612
70,180
88,96
11,20
95,93
13,165
42,188
87,474
16,518
586,59
589,357
54,685
57,685
520,685
58,685
63,685
59,685
68,184
15,448
377,390
58,533
371,282
254,58
685,59
4,59
420,190
282,371
100,371
44,569
60,231
154,105
380,160
212,169
282,153
266,533
380,101
329,108
290,108
3,236
515,440
210,242
3,587
450,172
188,42
4,285
525,265
242,210
340,143
342,726
115,113
212,393
587,236
666,566
361,333
417,333
444,333
318,333
442,333
423,333
245,333
47,333
76,333
48,333
485,333
282,518
509,184
285,4
58,4
717,411
474,160
258,160
380,65
283,589
83,589
236,587
266,265
6,667
667,6
269,164
568,357
557,160
451,569
464,727
420,63
191,148
236,241
393,212
222,249
311,268
160,557
569,12
394,379
408,58
215,295
357,589
288,283
199,83
283,288
105,154
533,154
154,518
189,690
154,155
459,316
280,107
56,281
420,115
106,283
280,113
107,113
6,408
265,525
20,11
609,609
4,408
5,2
105,258
434,258
365,258
412,408
134,535
643,50
569,451
452,9
339,547
107,280
375,469
339,251
728,21
533,393
252,338
21,728
401,172
143,90
74,366
630,369
36,545
568,458
729,525
723,306
407,525
505,525
421,525
453,491
117,491
36,31
44,407
502,407
503,407
406,407
504,407
505,407
358,407
506,407
78,419
251,339
568,450
87,533
156,179
393,533
568,329
13,420
329,66
47,168
491,167
158,238
491,168
569,249
412,238
258,22
101,371
63,420
356,183
80,183
375,183
184,183
357,183
245,116
82,212
180,149
249,82
127,491
183,80
155,31
256,338
570,570
144,546
23,546
99,62
249,121
485,113
361,417
417,361
142,153
372,366
371,100
22,258
317,366
366,317
62,730
221,18
379,397
81,713
160,314
249,569
64,389
543,478
424,478
256,105
379,5
157,5
191,5
357,184
161,82
371,121
46,82
362,121
127,121
329,82
468,121
495,82
87,155
236,82
214,82
179,82
28,82
531,121
81,82
4,520
367,82
203,82
568,82
642,121
114,121
128,121
130,121
169,121
296,121
129,121
187,121
36,121
18,121
63,121
214,179
121,114
210,121
148,148
36,165
303,82
84,560
208,520
357,568
62,137
458,568
365,338
731,731
63,129
490,490
379,389
732,732
61,321
129,63
5,281
64,281
408,281
207,128
85,85
661,211
41,198
281,5
733,306
214,13
340,13
62,17
219,181
560,84
377,385
734,377
495,377
219,377
167,377
214,377
450,377
148,377
402,377
129,377
468,377
228,377
525,421
329,357
526,128
31,155
17,62
36,169
480,86
121,17
128,593
507,507
128,526
114,133
357,143
166,480
36,170
367,170
108,109
554,62
134,62
133,114
334,592
538,173
526,401
18,218
531,133
256,133
445,133
420,326
91,329
515,176
1,215
74,215
309,215
248,215
313,215
297,215
227,215
73,215
17,215
341,215
176,515
62,143
404,98
296,129
17,310
108,110
111,110
735,322
494,328
420,337
520,4
22,22
38,25
40,25
329,183
572,484
369,303
234,241
332,406
183,329
161,81
421,11
1,147
329,147
85,147
106,147
316,147
397,160
254,665
309,74
26,251
218,18
251,26
16,367
36,367
170,367
420,108
328,108
44,166
108,328
167,18
137,58
187,82
18,82
468,82
275,178
303,283
188,424
81,424
372,283
157,393
396,393
29,35
103,394
61,264
10,325
160,114
44,406
502,406
503,406
504,406
505,406
358,406
506,406
681,12
249,355
116,135
736,736
452,7
264,61
283,60
12,681
82,21
135,116
271,737
280,232
55,194
397,6
305,6
393,321
42,21
404,62
21,82
82,256
282,132
62,404
325,173
10,173
326,173
74,142
293,293
21,105
283,495
12,569
375,112
357,112
485,76
399,493
738,481
543,543
126,286
76,485
121,278
227,82
270,493
290,493
568,493
421,7
191,156
667,473
60,283
57,57
473,473
326,82
44,82
739,82
462,82
493,568
10,82
6,305
280,82
129,82
567,82
63,82
740,82
550,82
161,161
296,82
395,82
340,165
77,82
132,282
612,147
219,232
179,741
520,58
156,191
373,166
546,144
345,179
254,142
228,82
742,166
420,733
105,81
555,82
493,280
516,743
517,743
305,738
11,159
64,61
21,121
108,473
152,492
61,64
492,152
377,214
473,108
744,744
107,41
58,160
121,117
303,369
308,133
219,172
133,308
16,63
3,281
495,283
697,415
137,285
217,432
82,211
494,395
743,516
169,136
96,48
234,235
286,126
506,494
113,29
417,29
21,29
509,282
419,434
117,409
29,21
434,419
48,96
417,455
455,417
263,455
367,329
81,108
161,44
506,466
285,411
211,411
106,44
180,70
100,354
409,117
44,249
354,100
533,87
94,65
385,377
356,434
23,36
380,232
58,254
183,249
154,434
62,312
329,367
249,44
114,423
189,745
43,358
566,407
100,107
48,643
458,515
249,183
366,169
312,62
486,176
128,107
41,107
507,243
108,258
159,234
233,234
237,234
319,234
238,234
637,234
158,234
240,234
241,234
243,234
639,234
587,234
244,234
215,128
420,647
377,167
16,132
547,370
371,249
404,249
367,424
494,506
681,180
27,24
15,164
434,154
481,57
307,218
308,218
177,218
309,218
215,218
248,218
120,218
220,218
310,218
85,218
311,218
221,218
312,218
222,218
313,218
223,218
0,218
224,218
314,218
225,218
315,218
226,218
73,218
316,218
317,218
228,218
493,249
493,14
327,325
474,424
63,16
108,66
571,137
434,493
41,493
128,207
180,493
458,275
425,493
403,493
249,145
201,197
229,198
301,113
57,481
440,232
232,440
132,16
107,100
102,100
200,94
100,102
174,16
601,283
289,14
277,14
203,14
284,14
11,141
82,114
434,114
141,11
137,22
377,320
462,463
746,746
80,69
128,215
113,301
493,180
211,304
153,87
406,44
424,132
282,253
184,68
204,200
20,68
256,345
493,434
114,434
438,33
714,373
298,106
582,106
493,399
113,547
18,0
169,366
734,0
29,29
96,116
41,434
368,434
121,665
493,419
0,734
33,438
249,371
64,376
172,93
290,329
434,371
203,376
747,83
293,504
107,121
23,34
106,298
23,38
23,40
39,28
655,183
0,18
419,493
102,743
593,515
94,515
173,22
16,255
253,282
42,5
5,42
665,174
92,259
27,34
133,557
169,123
174,281
231,645
665,107
73,330
342,156
510,7
255,16
16,424
359,360
21,81
259,92
149,179
236,63
645,231
286,183
478,183
81,183
419,263
194,193
2,506
229,29
81,473
420,311
168,434
263,419
511,511
437,165
89,63
417,160
81,21
90,62
88,233
586,233
438,31
31,438
308,438
370,361
318,361
547,361
171,361
213,466
437,75
284,179
178,0
434,87
47,14
248,297
546,103
160,453
318,48
155,133
700,707
19,661
506,2
438,308
373,373
75,437
381,176
99,371
135,251
706,373
68,663
499,502
406,502
146,66
105,58
305,54
107,748
62,748
66,146
211,738
571,4
328,494
68,20
214,434
35,434
170,434
367,434
75,135
434,214
385,390
678,92
256,132
434,35
283,144
5,177
64,177
55,738
0,178
362,421
504,293
336,170
380,0
473,327
327,473
17,226
411,6
270,11
404,124
54,305
233,11
106,371
203,231
54,6
234,6
214,172
399,526
5,411
78,531
445,531
132,256
749,284
401,401
160,321
137,408
129,93
143,93
567,567
464,165
397,632
632,397
338,337
28,30
390,385
395,385
647,435
127,435
385,395
296,395
390,491
451,487
88,750
6,54
639,158
420,434
610,235
140,45
355,638
30,261
546,282
299,171
152,212
292,486
17,309
304,89
89,89
252,89
123,337
6,397
64,397
58,698
627,184
232,380
133,107
418,409
361,370
326,409
480,69
105,42
361,339
417,339
547,339
448,15
69,480
751,6
422,82
6,234
613,619
350,350
393,376
593,350
204,350
94,350
107,133
434,420
280,270
128,155
419,300
450,482
63,89
212,226
337,116
247,506
361,171
273,273
665,3
281,174
116,337
114,171
212,152
226,212
6,528
466,421
380,283
181,283
215,283
389,283
390,283
61,283
392,283
394,283
296,283
395,283
14,283
377,283
368,283
104,283
321,283
295,283
272,45
693,283
494,283
752,283
86,283
160,283
594,283
21,13
151,753
466,213
161,264
34,25
234,237
293,19
264,570
22,173
481,738
3,665
429,429
358,44
153,249
420,627
714,129
229,177
121,161
128,51
397,397
157,397
296,389
374,44
266,266
168,458
443,114
442,114
47,114
76,114
485,114
337,123
424,367
171,114
170,338
33,370
161,530
304,211
13,21
137,21
312,85
420,304
406,358
23,24
720,720
494,24
165,464
223,183
162,217
612,217
643,217
654,217
256,31
21,137
50,217
282,217
431,217
160,217
142,217
170,107
13,624
318,96
121,217
28,590
142,183
296,277
533,461
89,159
304,420
283,21
166,434
364,433
170,337
601,86
232,277
231,277
608,720
555,720
324,720
266,720
754,720
380,177
482,482
157,178
1,106
683,285
337,170
329,478
211,755
526,377
312,377
548,377
491,377
292,377
90,474
358,8
92,480
152,142
116,245
165,340
443,13
377,292
211,62
400,336
7,504
39,35
129,714
210,237
89,304
69,69
424,147
427,62
493,172
464,172
197,172
342,172
128,172
351,172
483,172
491,390
180,121
189,582
365,430
74,254
254,74
459,163
303,520
89,520
107,158
421,566
570,566
106,46
107,256
46,106
29,28
30,28
128,378
698,281
183,93
397,64
171,171
379,377
380,377
381,377
382,377
383,377
384,377
283,377
386,377
387,377
388,377
389,377
391,377
392,377
393,377
395,377
396,377
397,377
398,377
378,128
203,294
437,5
699,506
106,114
518,513
340,513
226,513
184,513
178,157
697,645
232,280
267,266
336,400
608,266
265,266
264,266
365,530
285,208
140,15
420,21
520,22
22,137
183,282
756,215
147,424
69,549
200,178
124,99
100,99
418,69
377,526
5,437
260,336
262,148
183,399
550,434
44,434
184,434
190,434
318,160
560,222
106,531
708,124
74,86
162,237
42,434
336,260
243,434
86,74
56,138
661,264
367,31
434,243
51,409
401,160
45,140
98,98
266,267
254,107
654,17
6,751
533,264
107,249
269,282
100,96
531,363
674,12
256,210
83,210
138,56
581,65
56,286
234,158
240,158
282,140
212,58
66,474
476,474
477,474
514,474
58,212
407,213
311,424
96,100
278,420
83,131
21,489
301,301
12,674
62,70
196,128
173,282
249,58
462,145
379,380
396,380
506,247
125,5
288,282
58,175
406,466
264,440
484,572
424,124
103,181
520,89
602,496
173,160
376,380
397,380
458,86
244,409
86,458
107,314
380,376
314,107
82,115
121,115
114,318
63,57
480,107
93,183
180,284
480,62
438,261
493,278
89,57
261,438
54,738
738,738
281,738
552,738
271,271
105,190
115,82
434,367
339,340
286,57
757,367
409,244
105,506
509,69
175,3
0,0
528,6
69,418
590,470
187,146
530,538
45,139
86,392
129,106
81,106
392,86
528,489
303,106
29,151
282,288
753,151
425,256
469,478
39,151
215,756
143,478
356,478
66,478
108,478
110,478
91,478
476,478
111,478
112,478
328,478
477,478
258,478
478,478
90,478
57,89
30,151
478,469
282,662
92,678
662,282
417,151
98,100
627,86
644,489
87,453
100,98
453,87
134,553
106,582
511,420
758,366
21,420
393,397
191,122
143,258
356,258
66,258
110,258
375,258
91,258
476,258
111,258
112,258
328,258
477,258
478,258
90,258
469,474
114,166
361,151
515,526
284,292
173,326
506,430
494,480
21,283
166,114
566,141
256,152
346,345
681,345
352,345
174,420
455,115
172,214
345,346
474,469
282,173
232,515
423,485
328,90
342,345
106,690
602,362
420,174
193,58
504,7
345,681
180,681
403,172
585,172
486,172
292,172
65,172
81,357
329,184
352,180
410,183
156,645
180,352
58,193
5,349
623,458
357,81
183,81
349,6
343,345
267,666
690,74
667,549
509,747
267,674
189,467
184,329
115,135
406,332
267,161
107,164
62,164
19,161
212,340
272,546
459,759
345,343
340,212
612,233
552,424
579,592
140,592
461,592
139,592
15,592
446,592
760,592
335,592
273,592
428,592
447,592
617,592
272,592
274,592
164,592
448,592
735,592
216,592
322,592
46,592
267,661
37,127
533,322
267,700
32,30
432,288
545,36
231,180
132,552
180,231
590,590
139,334
152,404
367,21
214,21
399,168
403,168
685,685
247,661
21,214
267,247
172,183
280,183
526,183
203,183
291,183
568,183
282,726
5,125
714,183
450,183
382,393
283,393
761,393
166,662
699,720
164,107
233,612
250,160
509,434
546,206
411,517
393,162
434,69
296,62
105,478
440,434
324,565
69,184
535,173
62,173
462,173
324,44
663,81
21,686
559,559
517,411
107,361
166,128
434,440
406,608
697,321
76,5
74,5
440,266
137,211
363,211
66,211
252,211
121,211
48,211
480,211
686,21
376,379
295,379
266,440
19,324
559,258
404,99
547,263
576,13
302,88
211,338
44,19
440,497
128,166
105,223
211,117
270,14
196,14
168,14
167,14
291,14
231,14
130,14
292,14
56,137
497,440
389,394
481,138
62,361
373,282
681,123
733,551
380,397
760,335
569,498
183,187
41,169
142,62
183,493
337,169
336,169
376,307
292,611
51,197
611,270
87,434
187,546
249,283
211,611
143,357
205,51
661,570
289,277
14,284
233,244
329,107
2,520
551,733
107,329
123,681
552,552
440,200
226,82
65,65
405,107
420,82
489,82
728,20
544,82
490,82
430,506
576,82
762,516
102,516
667,142
345,352
161,570
600,588
763,763
281,4
246,430
44,324
82,230
121,230
82,226
128,205
355,166
380,387
459,0
431,166
160,401
230,82
661,247
48,113
242,160
150,160
363,28
361,107
671,68
22,520
287,92
474,68
489,210
168,278
129,278
20,728
509,68
443,245
278,168
210,489
419,143
105,48
405,300
430,674
259,20
282,375
715,21
64,492
62,338
329,21
28,21
114,21
169,21
642,21
44,21
254,170
405,249
21,169
278,21
314,21
1,21
129,21
128,21
199,174
238,506
506,238
208,195
21,314
129,210
145,160
624,461
482,450
89,375
400,215
375,282
136,169
135,169
238,86
86,238
419,340
285,57
21,642
170,254
608,265
272,272
685,520
571,286
535,134
133,116
385,380
387,380
256,493
247,566
707,566
700,566
363,351
62,454
92,287
588,600
393,385
454,62
155,301
206,346
280,458
483,232
152,726
612,726
360,498
82,450
498,360
170,212
719,393
212,170
352,681
199,65
513,474
107,132
329,351
495,351
161,351
371,351
296,351
203,351
351,495
113,370
441,506
214,593
310,317
28,351
303,351
210,351
81,351
434,166
351,329
764,483
459,20
57,285
183,410
63,194
300,405
546,352
508,260
173,535
269,212
183,286
215,400
11,720
171,13
546,441
403,221
165,437
411,58
221,403
65,199
347,180
440,499
3,520
278,278
168,399
356,612
430,504
246,504
765,504
106,329
153,282
481,54
412,57
340,766
211,57
106,107
550,212
459,212
576,212
589,212
296,212
490,212
223,212
544,212
106,212
174,212
277,180
8,141
2,323
132,107
450,62
54,481
303,174
210,174
211,174
65,498
240,236
168,62
212,550
535,340
498,65
499,440
384,363
150,103
43,406
500,406
501,406
407,406
75,76
311,260
337,135
459,189
351,28
172,47
226,221
212,450
720,11
62,450
80,82
236,62
152,363
533,61
450,169
450,340
654,288
690,215
209,82
210,82
190,82
184,82
543,82
260,297
466,498
211,236
62,236
767,82
4,82
80,431
212,255
142,115
260,311
255,212
420,83
266,13
371,101
215,690
105,233
60,381
592,334
592,448
592,322
592,140
592,447
592,46
460,495
592,579
233,105
48,105
236,211
212,106
329,106
592,164
431,80
508,80
362,466
602,466
291,346
45,124
419,460
495,460
179,340
612,356
441,529
4,192
516,516
455,76
15,760
335,760
707,213
381,60
295,60
206,6
106,614
92,513
166,340
136,251
115,337
513,92
529,441
601,166
430,569
221,226
265,466
222,560
122,376
666,11
367,495
592,272
283,351
256,351
364,351
106,351
129,351
365,351
249,351
326,306
17,311
50,50
113,168
35,168
272,322
267,707
265,707
115,424
371,360
592,139
371,124
401,426
106,726
363,303
59,738
280,172
655,172
495,155
106,155
361,40
399,51
155,495
107,333
426,426
621,426
568,426
130,426
257,426
47,172
282,690
106,145
323,160
495,367
155,87
615,87
518,87
363,87
546,87
671,471
431,84
438,38
107,166
187,222
160,323
155,106
212,367
333,107
699,332
434,115
115,434
86,141
493,440
434,46
38,438
470,753
130,278
46,434
424,115
430,246
82,80
466,359
310,340
411,63
466,12
667,68
473,68
550,68
549,68
508,68
548,491
91,89
363,161
118,461
13,461
378,181
384,181
388,181
295,181
768,101
340,310
68,549
375,679
221,549
549,221
461,13
506,502
329,105
362,105
105,329
142,31
180,122
60,122
60,172
592,15
255,62
169,495
31,142
727,464
136,337
461,140
375,6
96,209
306,326
515,6
401,282
166,44
5,309
769,62
280,64
94,64
236,236
139,6
144,254
689,689
498,92
445,310
388,283
102,300
6,375
178,180
106,462
533,435
72,20
87,106
145,106
451,566
350,180
661,363
183,434
261,37
309,5
360,430
708,353
124,353
98,353
97,353
687,353
323,353
618,353
770,353
662,353
101,353
709,353
198,434
222,187
365,371
280,450
738,59
6,515
91,108
474,108
434,183
642,87
495,87
255,87
490,87
106,87
54,137
183,105
155,105
160,105
771,105
424,105
353,101
281,58
371,106
105,127
256,63
92,498
376,376
201,201
772,772
8,8
773,773
380,296
105,296
294,294
516,411
517,517
644,6
105,314
259,400
137,54
615,147
7,249
277,377
231,377
122,377
575,377
768,97
249,7
327,327
654,420
118,420
593,176
94,176
4,282
280,494
774,285
340,494
215,0
124,640
234,210
166,467
244,64
532,57
775,560
328,560
411,194
238,194
361,560
27,560
75,560
229,560
336,560
48,560
39,560
434,231
194,238
231,434
20,400
400,20
27,26
495,256
533,195
282,4
194,54
177,229
685,57
64,24
400,259
494,280
24,64
7,12
365,12
214,278
353,353
253,366
86,98
163,160
776,41
173,10
1,225
249,474
450,212
697,156
645,156
395,164
474,249
401,526
301,180
132,305
168,113
137,412
483,61
61,483
379,182
157,182
566,666
211,48
777,554
7,266
91,328
618,618
272,563
295,320
128,160
168,403
180,348
62,290
525,406
375,494
420,64
352,60
20,20
455,318
64,420
256,424
318,455
611,292
130,160
474,328
478,328
37,28
6,184
46,15
434,474
423,370
184,6
180,82
278,82
1,82
17,82
340,82
290,282
641,641
370,423
441,121
44,121
493,82
420,121
725,370
489,121
128,82
41,82
642,82
163,82
453,82
474,82
256,121
462,121
173,82
114,82
153,121
355,121
404,121
269,121
46,121
303,121
367,121
115,121
28,121
23,121
495,121
147,121
244,237
396,395
261,40
679,679
85,778
354,323
124,323
353,323
371,323
99,323
125,323
530,92
353,142
285,142
357,282
474,434
326,420
44,358
80,160
58,121
437,251
308,295
212,408
17,312
151,40
408,212
164,45
6,644
14,430
455,251
455,171
200,128
107,17
408,137
281,137
651,428
208,698
494,375
335,448
106,615
256,183
128,200
160,128
46,274
285,121
211,121
183,121
137,121
82,410
379,376
160,165
58,552
121,183
82,183
61,266
365,405
286,408
408,4
199,201
617,140
119,229
549,81
671,81
115,229
229,115
16,44
237,244
329,434
337,301
560,459
434,329
698,285
214,176
171,455
212,489
430,672
99,124
176,214
779,146
367,151
644,180
728,306
366,121
612,121
361,318
417,318
443,318
263,318
444,318
318,318
442,318
547,318
423,318
245,318
47,318
76,318
485,318
171,318
64,318
455,245
233,84
510,84
601,84
780,84
269,84
474,84
254,84
585,84
84,585
251,160
160,251
345,254
180,254
1,254
227,254
17,254
340,254
173,254
531,254
77,254
493,254
129,254
128,254
41,254
642,254
453,254
393,254
296,254
329,254
474,254
654,26
21,254
114,254
427,254
367,254
169,254
28,254
23,254
441,254
44,254
254,493
434,198
371,254
404,254
269,254
46,254
44,424
489,212
233,254
210,254
303,254
252,254
355,82
44,504
63,254
495,254
147,254
81,254
420,254
654,24
490,254
352,160
462,254
419,450
174,254
153,254
355,254
255,254
165,254
106,254
654,32
781,537
778,85
180,644
25,37
26,37
27,37
29,37
721,37
31,37
32,37
33,37
38,37
39,37
40,37
588,37
545,37
460,74
538,723
754,661
493,212
254,21
212,493
340,547
782,526
233,243
212,180
458,254
254,458
180,212
185,97
493,107
318,370
442,370
245,370
171,370
6,362
282,124
241,210
166,105
282,105
601,105
87,105
546,105
97,185
266,61
358,332
495,249
335,447
160,127
593,200
447,335
249,495
128,94
212,303
352,377
438,545
377,621
719,157
545,438
60,352
183,5
5,183
151,136
654,783
173,538
121,71
141,494
234,238
361,547
84,254
173,259
133,284
531,79
339,79
419,419
141,666
531,165
1,155
85,86
719,182
141,86
74,107
783,654
173,400
484,494
384,388
143,108
356,108
477,108
514,108
258,108
478,108
90,108
168,35
223,155
441,160
44,161
127,22
5,269
155,17
498,538
209,96
427,87
22,127
290,107
58,408
36,48
354,97
124,97
353,97
371,97
404,97
125,97
371,99
249,327
303,212
506,86
105,173
290,254
663,69
362,498
141,498
434,21
381,397
212,642
642,212
107,405
290,62
397,381
282,62
84,70
212,163
212,41
159,242
163,212
60,103
544,434
212,269
41,212
412,285
573,573
547,340
105,288
419,114
34,39
254,114
494,484
166,115
498,213
699,359
502,359
608,359
265,359
267,359
570,359
754,359
707,359
672,359
107,74
784,411
282,83
121,83
142,83
83,62
269,5
434,308
532,532
495,405
65,101
441,282
196,282
589,589
184,282
748,405
282,290
212,549
231,167
325,549
101,65
168,231
549,212
167,168
231,168
550,69
227,268
743,743
464,114
167,231
308,434
107,128
104,392
129,544
420,318
212,420
212,544
708,185
124,185
98,185
687,185
371,185
618,185
640,185
768,185
99,185
404,185
100,185
662,185
125,185
101,185
709,185
212,589
107,82
62,82
612,82
16,196
420,212
116,261
82,62
102,405
277,231
69,108
203,62
174,158
571,145
212,91
181,346
212,492
272,164
532,132
114,419
306,538
61,267
166,355
212,174
785,23
44,754
212,268
346,181
209,242
212,28
91,212
492,212
212,173
400,173
191,262
268,212
173,212
129,623
671,69
497,79
160,424
249,405
559,166
162,190
64,786
184,536
540,184
212,160
536,184
172,142
208,174
787,21
265,11
518,63
365,63
525,11
212,129
5,21
555,11
360,11
11,265
213,11
261,116
529,11
531,420
573,11
320,60
21,5
426,401
183,401
142,172
11,525
212,63
273,139
362,6
452,452
717,788
6,411
212,371
667,189
550,189
80,189
663,189
215,189
549,189
69,189
82,189
418,189
121,189
86,189
311,189
225,189
184,189
508,189
679,189
671,189
710,189
62,189
28,168
114,168
486,168
11,666
189,67
284,168
789,168
544,257
136,151
11,213
245,210
169,210
115,251
11,21
212,48
438,427
210,169
301,428
490,209
63,209
174,209
129,212
576,176
217,50
493,294
163,282
375,357
458,168
35,39
428,301
176,450
151,165
32,165
245,165
171,165
251,165
40,165
63,212
304,88
48,212
60,320
674,569
754,569
58,87
552,63
82,63
121,63
209,63
152,288
375,356
269,87
305,286
106,256
151,35
285,552
571,552
63,552
208,552
62,355
212,355
278,409
212,531
411,665
679,69
209,490
107,662
322,322
531,212
124,98
169,339
79,497
394,160
482,497
351,352
572,563
62,255
190,162
433,162
362,602
566,358
19,362
264,267
544,790
695,164
211,155
114,249
155,211
163,131
420,450
666,161
82,180
121,180
160,180
41,180
249,180
249,114
493,791
79,482
365,212
754,510
83,249
326,318
249,83
161,666
209,174
183,356
329,114
662,107
316,74
114,329
137,13
661,661
498,506
106,356
666,324
79,339
